,text,final_label
28335,Tory leadership candidates take part in press gallery hustings but Boris Johnson stays away   #ToryLeadershipContest  #BorisJohnsonShouldNotBePM https://t.co/gmt2573nwV,3
28336,"Stop violence against doctors, they are the one who save you! Threats, murders, violence. This is not democracy, its a dictatorship ruled by a psychopath. Central govt should interfere and save the state. #SaveBengalSaveDemocracy #Savethedoctors #DoctorsFightBack #MamataBanarjee https://t.co/4KcJVatB8v",3
28337,"#BorisJohnsonShouldNotBePM what kind of country have we become when we hold ‘wit, humour and charisma’ in higher regard than ‘intellect, competence, and understanding’? Our world is becoming a reflection of reality TV, a diluted and thinned version of what was once good.",3
28338,As per rule of ICC in #CWC19 of course  if Dhoni was wrng about insignia. He should  remove it but wht about @henrygayle shoes he own wrote universe  boss in last match wht was that?   @vikrantgupta73 @bhogleharsha @sports_tak @harbhajan_singh @StarSportsIndia #DhoniKeepsTheGlove,3
28339,#JoseBaez ur right those men w/never have #justice b/c u go their #murderer off n #society is lucky #AaronHernandez is 💀 so u can’t get his #thug ass off on appeal 2 keep killing,2
28340,"Definitely not. the Pak team was also planning a retaliatory gesture but PCB, rightly put its foot down. Personal messages should not be allowed be it msg to your girl, god or  general. No sport allows it. Dhoni's job is to keep wickets. #WorldCup2019  #DhoniKeepsTheGlove https://t.co/gJLaedpv1A",3
28341,#DhoniKeepsTheGlove dhoni fans to icc https://t.co/gbuMeyN18N,3
28342,"@realDonaldTrump Yeah, those hamberder’s won’t eat themselves and that TV won’t watch itself.    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",3
28343,@KLGLASS2 That was the funniest part of the interview. There is no way -- absolutely zero chance -- Trump even read the title of the Mueller Report. He lied. To the People. Again. Shocking.  #ImpeachTheMF   #TrumpIsATraitor,3
28344,"@ICC if India's match with Pakistan also gets interrupt because of rain then on behalf of India's population, you have my permission to step down because you are irresponsible. You have made CWC'19 a joke. #ShameOnICC",3
28345,We all know how you feel!  Cold War Steve: satire is my antidote to a scary world https://t.co/cyNuJKHsoE   #BorisJohnsonShouldNotBePM   #SummerOfResistance #FBPE,3
28346,"@ICC I think icc full supporting to England to go semi finals and win the World Cup, because no rain in England match's     You can do anything but England is not going to win World Cup 🙉🙉    #ShameOnICC #ShameOnEngland",0
28347,"@NewYorkFBI  What is the likelihood that the #Dominican REMOTE #RAPIST male of the male/female 6C-2 West 129th Street #Harlem 'tag team' suddenly, has a departure schedule, as I have my predictable early A.M. arrival schedule returning to 2 W 129th Street, my abode of 15 years? https://t.co/FKkzFLMm5C",3
28348,"Doctors holding Didi by her neck, new experience, learn #DoctorsFightBack #SaveTheDocors",3
28349,Did I just hear '... Continue the brilliant work that Michael Gove did' said without irony? There is not a teacher in the country who agrees. #dickhead   #C4Debate,3
28350,A wOmAn On hEr pEriOdS   Is mOrE pUrE thAn   A #rApIst iN A tEmpLE :),3
28351,I think  creaters taking tips from child's while making these grounds #ShameOnICC https://t.co/aVAbYApX1M,3
28352,"My Irish, Scotch, English, and French ancestors came to America through Canada. I kind of wish they would have stayed there #fucktrump #traitor #Pride2019",3
28353,@realDonaldTrump is pathetic. Happy #JohnMcCainDay #FuckTrump https://t.co/RPu2xTmVsq,3
28354,Now reports are emerging that @ICC has ordered MS Dhoni to take off his gloves    Will #TeamIndia comply with this diktat?    #IndiaWithDhoni #DhoniKeepsTheGlove #DhoniKeSaathDesh    https://t.co/6VeRdetAoq,3
28355,"IMA scam: Over 26,000 complaints for Rs 1,250 crore; will investors get their money back?     #IMAFraud #MansoorKhan     https://t.co/nScqoRZM7Q",3
28356,@MikeCarlton01 We will still blindly follow them into another war manufactured by a corrupt and inept president to further his own political and financial needs. #fucktheusa #fucktrump,3
28357,This is really funny 😂. Rain is the top of the table😜.     #ShameOnICC https://t.co/ASQNThGuK8,3
28358,The dirty secrets of Boris Johnson’s seduction of Conservative MPs | Andrew Rawnsley | Opinion | The Guardian https://t.co/JwhFhT9atB  #BorisJohnsonShouldNotBePM,3
28359,@GOP @realDonaldTrump We wouldn't have to give bailouts to farmers if it wasn't for trump's tariffs. #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45,1
28360,@realDonaldTrump Firing your own pollsters who show you behind is bush league. You are the one who can’t win an election fairly. #TrumpIsATraitor #TrumpIsACriminal #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsTheEnemyOfThePeople,1
28361,So OJ Simpson joins Twitter. Instead of blocking his followers he kills them then?! #Killer #Murderer #SaturdayThoughts,1
28362,"While we are busy in blaming ICC and trending #ShameOnICC I am hearing a bad news. At least 31 children died in northern India due toxic substance found in lychee.    Where we are heading, using chemicals/pesticides for the sake of money and risking the life of thousands. Sad🙁",3
28363,"Hmmm, well then maybe he shouldn’t suck ass at EVERYTHING every single day. #TrumpIsACriminal #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #TrumpIsTheWorst #ImpeachTrumpNow #JohhMcCainDay https://t.co/21u6tm5QRk",2
28364,"@AndyRichter Sarah, you will be remembered for being every bit as crooked as your gaze. Sorry.  #SarahHuckabeeSanders #SarahSanders #SarahSandersResigns #GOPTraitors #GOP #Treasonous #TrumpIsATraitor #Trump #TrumpIsALiar",1
28365,keep #DhoniKeepsTheGlove,3
28366,@TheRealOJ32 @KrisJenner The best thing for you to do is shut your lying mouth. No one believes you are innocent of what you were accused of. You are an abuser who has gotten away with murder. Obviously you should have listened to @AlanDersh and live your life away from the public eye. #murderer,0
28367,@narendramodi @ArvindKejriwal   Very sorrow after seeing this incident in #delhi where a sikh person beaten   Very bad  We all r in race of digital india.these all #bullshits   Firstly safeguard community members.  earlier #84 riots still pending  #fuckdelhipolice,3
28368,@JustinTrudeau You meant to say you need a Sippy Cup or Baby Bottle.  Holy are you HIGH AS FUK? #trudeauisaclown #FakeFeminist #LittlePotato #liar #dickhead #climatehoax #fearmonger #trudeauneedsanipple,2
28369,@realDonaldTrump #JohnMcCainDay Thanks for fund raising on the promise of Obamacare repeal from Republican voters only to screw them over by deciding it was more important to put yourself first just to screw Trump in a personal vendetta.    'preciate it. #AmericaFirst #Douchebag https://t.co/Z6S45lv7eP,3
28370,@JimCarrey Right beside you #STD #murderer https://t.co/8kJmH1YPjN,0
28371,"@MrTomYoull @RoryStewartUK I hear you. But I think he's incredibly bright, aware and genuine. It might be time to vote the man not the party. Sometimes the messenger looks different than we think. With all the amazing intelligent voters on the planet we have a #Trump and maybe #BorisJohnsonShouldNotBePM https://t.co/15Dxb9b1fV",3
28372,#IdiotTrump Claims he Dazzled #QueenElizabeth | 😂😂😂😂😂 https://t.co/rh00xKvLA7,3
28373,"@gtconway3d Your posts fascinate me. You seem to care about America and our democracy yet stay married to a woman who lies, breaks rules and possibly laws, and supports corruption in Trump’s administration. I think this may all be a game to you.   #TrumpIsATraitor",3
28374,@MattWalshBlog On another post I called him what he is &amp; the    #MURDERER blocked me.  LOL,3
28375,#Trump2020 can't happen because we know #Trump2016 didn't happen 😐 Or is there something they ain't tell'n us? 🤨 #FuckTrump #FeelTheBern in 2020 😜🔥,3
28376,#ShameOnICC  They have the time to watch an Indian Army Mark on a players gloves but don't have enough time to prepare for the World Cup...  Shame... https://t.co/jF6UyPwGwh,3
28377,Search for 'Best toilet paper in the world' on Google. Thanks Sundar Pichai 😂😬😂 #TerroristNationPakistan,0
28378,@realDonaldTrump Your sense of reality is NOT there!  Yo are the accidental President!  #Trump #TrumpIsATraitor #TrumpTantrum,0
28379,"Conservatives: “Why does the LGBTQ community need an entire pride month, they’re not persecuted.”  Also Conservatives: https://t.co/lJ7A2T6Xfh #LBGTQ #tennesse #PrideMonth #Pride2019 #execution #cop #douchebag #conservative #gop #republican #bible #church #dicks #religion #scam",3
28380,@realDonaldTrump Your presidency defined in one shot... #FuckTrump https://t.co/2oAW85zyl3,3
28381,@jinglebell93 @CillaGee_ @ReggieIn7 Meanwhile your bottom lip bigger than your top lip bubba gump #fucktrump,0
28382,"#DhoniKeepsTheGlove is nothing but  supporting the violation of rules.  Nowadays people bring Army and hyper nationalism in every foolish thing.  Rules are rules and Gloves have to go, period.",3
28383,We doctors have to take karate classes along with pg studies. #DoctorsFightBack https://t.co/lKTDNcuqZz,3
28384,World cups worst event ever in history  @ICC   @CricktWorldCup   #ShameOnICC https://t.co/gw46pJJWMJ,3
28385,"@AynRandPaulRyan @RAICESTEXAS Just imagine where we will be by the end of this first term...  Then consider where we will be if he is re-elected to another 4 years...  Let’s go, America — we have a democracy to defend! 🇺🇸 #Vote #ResistTogether #TrumpIsATraitor",3
28386,@WhiteHouse @realDonaldTrump #FuckTrump  His trade game is NOT working...just like the #GOPTaxScam,3
28387,@realDonaldTrump Donald Trump is the reason for increasing violence against innocent Americans of color and religious differences. #TrumpIsARacist #TRUMPISACROOK #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #ImpeachDonaldTrumpNOW,3
28388,@jemelehill He's a cut up   #murderer,0
28389,Where are those #doctors_against_assualt and #IMAFraud and their patron @BJP4India https://t.co/tvteWghb0o,3
28390,"@TheRealOJ32 joined Twitter, just to take a stab at the whole Social Media thing...    #murderer",3
28391,The MAGA't filth is onto us. We need more #HappyJohnMcCainDay and #JohnMcCainDay tweets. #FuckTrump https://t.co/ngDz1JdHzJ,3
28392,"“I think I’d like to hear it,” - Trump when asked if he would accept foreign opposition research aid.      You are not being a patriotic American if you still support Trump. He is fucking all of America over, including you.     #fucktrump #TrumpIsACriminal #TrumpIsADisgrace",2
28393,"Why thr is just #DoctorsStrike ?  Why other professionals not joining, they cold be the next victim.    I think all the Lawyers, Architects, Engineers, CAs, CSs and others must join the doctors.    Its time to stand united  #DoctorsFightBack",3
28394,@matthewstoller 😂😂😂😂😂 WHAT!? Sure🙄 try again! #Douchebag,3
28395,@RossThomson_MP Yep. Take on the Nation of Scotland on Twitter. Great Idea. Not. #indyref2 #BorisJohnsonShouldNotBePM,3
28396,@DennisCricket_ Happy your brother day ! #terroristNationPakistan https://t.co/UaM9HCHylb,3
28397,#Uyghur Protests in #Canada Part 2: #Freedom for #Uyghurs  https://t.co/6Oib8TjZ9b  #FreeUyghur #EastTurkistan #China #BoycottChina #ウイグル #RT,3
28398,"#NewsroomLive | As rain pours misery over #WorldCup joy, internet seeks refuge in memes.     @shaayaan gets you more on #ShameOnICC that's trending on  the internet https://t.co/hXr9q5xIZz",3
28399,By wearing the #BalidaanBadge over his gloves @msdhoni has shown his love &amp; respect for the forces.     @icc should understand that there is nothing wrong in it.    This is about our #NationalPride    #DhoniKeSaathDesh  #IndiaWithDhoni  #DhoniKeepsTheGlove,3
28400,@realDonaldTrump @MarshaBlackburn .@realDonaldTrump What exactly do you have against securing our elections? Afraid you won’t win unless you have help? #TrumpisaTraitor,3
28401,"#DhoniKeepsTheGlove bcoz,  nation is above @ICC",3
28402,Everyone's googling Nottingham and Manchester weather⛈️  Aren't you??    #INDvPAK #ICCWorldCup2019 #ShameOnICC,3
28403,@BrexitBin @guyverhofstadt I wonder if this nitwit has ever bought a car on the never never and refused to pay for it after taking delivery claiming “it’s my money”. #dickhead,3
28404,@BarryLowday    Whip out the beer cans and REVERSE it    #DICKHEAD,2
28405,@BigCRock101 The first thing you should have learned is that NO means NO #rapist,0
28406,@TheRealOJ32 @KrisJenner @TheRealOJ32 What are you doing? How many concussions did you have? This is madness. #murderer  #MurderMystery,0
28407,I’ll never forgive this motherfucker or all the people that covered for him #complicit #rapist #fuckBrettKavanaugh https://t.co/C6ritwkXv7,2
28408,@ICC Rain will take all 20 wickets.... #ShameOnICC,3
28409,@GrouciDjamila @PurpleApePal @dicapriofdn 😡😡 #bastards #boycottchina  it breaks my 💔 #stopanimalabuse  #friendsnotfood  #dog #cat,3
28410,Trendy TSHIRT DESIGN WITHIN 24HRS  https://t.co/OU2deDteUC     #tshirts #tshirtdesign #tees #clothing #fashion #motivational #inspirational #millionairementality #success #traitor #fucktrump #impeachtrump #taxday #TuesdayMotivation #quote #sandiego,3
28411,#DoctorsFightBack IMA announced strike on 17th June.. ..@MamataOfficial #Savethedoctors https://t.co/juzWT3E4KZ,3
28412,@adamcbest @TheRealOJ32 lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer @TheRealOJ32,1
28413,"@ShravanRawal11 @ngosofia @narendramodi Bro, #IndianJurisdiction &amp; #IndianLawSystem and needs to think and implement such Laws...    Taaki Aage se koi bhi #Rapist agar dimag me khayal bhi laaye to uski soch se pehle uski Patloon gili ho jaani chahiye... And that's how such incidences cannot be happened henceforth...",3
28414,"ICC turns down BCCI request, #MSDhoni  can't sport #BalidanBadge     Do you agree with this 🤔..    #DhoniKeepTheGloves #DhoniKeepsTheGlove #IndiaWithDhoni #DhoniKeSaathDesh",3
28415,"Good call, California voters: Judge Aaron Persky, who gave Brock Turner lenient sentence in rape case, recalled from office https://t.co/3wo1Nv11qo via @usatoday #recall #BrockTurner #rapist",3
28416,@BorisJohnson #FTAC liars.  #AndrewGilligan liar.  #TeamBoris liars.    #BorisJohnsonShouldNotBePM   #EVER  #whistleblowers need REAL protection not lip service from .@UKParliament     https://t.co/DGtcby7qsz,3
28417,#DoctorsFightBack  The more the government try to suppress us the more we will fight back until and unless our voices are being heard and demands are being met! https://t.co/PyO7Nywhlh,3
28418,@JudgeJeanine No other president is like tRump.  #PutinsPuppet #DonTheCon #TrumpIsATraitor #TrumpCrimeSyndicate #TrumpCult https://t.co/VVsFeQzMxu,3
28419,Wow - Is this is what Leadership looks like to Tory voters? Terrifying #BorisJohnsonShouldNotBePM https://t.co/5rRb7pSvxM,3
28420,"Hoping tomorrow, it will be #INDvsPAK match and not #indiavsrain. We all want to see 7-0 in record. #Dhoni7 #PKMKB #ShameOnICC  #CWC2019 #TeamIndia #Meninblue #lejayenge",3
28421,Don't turn up to leader debates because you know you can't be arsed. Get for MPs pledge support for you. Yes makes senses. He is displaying the same level of contempt and entitlement that Theresa may showed before the last election. #Toryleadership #BorisJohnsonShouldNotBePM,3
28422,@realDonaldTrump     In the final year of Obama's presidency we had a GOP front-runner who received a glowing endorsement from the Ku Klux Klan.  And those people are hard to please.      https://t.co/l4mL2hQN2R    #labamba #TrumpIsATraitor #TrumpIsADisgrace #StrongerTogether #FBR https://t.co/kTUorcny4o,3
28423,"@realDonaldTrump This daft orange shitgibbon has no clue how tariffs work. China or whatever country doesn't pay for it, the country  IMPORTING the product pays for and that is passed right along to the consumer. Tariffs rip even more money out of U.S. consumer's wallets. #FUCKTRUMP #ResignNow",2
28424,"I've met #JackieO, you're no Jackie Kennedy. She had class and dignity.  She married a war hero, not a coward or Soviet mole. She wasn't a #Russian whore.  #TrumpIsATraitor @FLOTUS @CNN https://t.co/b9iESxXXA0",3
28425,"I don’t get that so many people follow him, is he stil a sports hero in the States ?   #murderer #oj https://t.co/c6N428zVzb",3
28426,ICC Tournaments and Shikhar Dhawan : The love story continues.    #IndvAus #ICCWorldCup2019 #ICC #ICCCricketWorldCup2019 #ICCWC2019 #India #dhawan #IndiaWithDhoni #IndiaStandsWithDhoni #DhoniKeepsTheGlove,3
28427,I don't support @MamataOfficial but this is too much.Stop doing this nd treat patients. You can protest even while saving lives. You idiots hv made this an ego issue now. Your issues r imp but ppl r dying. Protest while working or during breaks.  #DoctorsFightBack   #Savethedoctors,3
28428,"Wasn’t there once a sort of understanding that Anglo-Saxon culture had produced a uniquely moderate political nature impervious to extremism? Yeah, so apparently that wasn’t true. #BorisJohnsonShouldNotBePM #ImpeachTrump",3
28429,First ever book written on violence against doctors and dark side of blue curtain...God in Peril    https://t.co/TtnvCrGmIK    #DoctorsFightBack #DoctorsUnderOppression #DoctorsProtest,3
28430,"@jjrothnc @dcexaminer @KellyannePolls @realDonaldTrump @BarackObama @HillaryClinton May all your kids &amp; grandkids be gay. Evolve as a human being. You support an abomination to God and humankind who has no morality, no human decency and is a #RAPIST.  You need your own soul to be saved.   Depart from me you doers of evil is what #GOD will say to #MAGAts",3
28431,What a complete babbling #idiotTrump! #MoronInChief @gtconway3d https://t.co/UE2ITKR8r8,0
28432,"@POTUS to @GStephanopoulos the other day, 'No collusion occurred in 2016, but I'm open to it on 2020.' #FactsMatter #TrumpRussia #TrumpIsATraitor #ImpeachmentHearingsNow #LockHimUp #2020PresidentialElection #BlueWave2020 #FBR #Resist",3
28433,Australian damad is on fire😅#iccworldcup #CricketWorldCup2019 #IndianCricketTeam #Dhoni #DhoniKeepsTheGlove #abvpnec2019 #AajKaMatch #aajtak #BCCI #shikhardhawan #IndianCricketTeam #Worldcup19 #hotstar #virendrashehwag,3
28434,"@RealSkipBayless As usual ,  your wrong. #hack #douchebag",3
28435,"@priyankagandhi said she'll find out workers who didn't work in #Elections2019   This is #Congress culture. Complete failures @RahulGandhi, #PriyankaGandhi @JM_Scindia aren't responsible but common workers are!! Shameless bunch!! #CongressMuktBharat is needed for better #India",0
28436,"@MeckeringBoy Or all of the above, and some. He really does take the term #Dickhead to a new level.",2
28437,#dickhead. Seriously. https://t.co/0nznUh4myU,3
28438,@realDonaldTrump Another tRump stooge. Because of enabling #Sheep like that tRump has no shame saying he would break the law right to our faces. Always some tool will come out to defend him  #FuckTrump https://t.co/GWtwUTC12p,0
28439,@davidaxelrod DOJ does not work to hide FROM the American people they do not work for trump.they are not a trump cover up committee! thats the role GOP holds recently..  #FuckTrump,3
28440,@realDonaldTrump Stop with the #TrumpTantrum   Why are you #NervousDonald   is it because you ARE QUILTY OF TREASON?   #TrumpIsATraitor   #TrumpLiesMatter   #TrumpIsAFraud    the world is watching   #TrumpCrimeSyndicate   #TrumpCriminalInvestigations  will happen!  #TrumpIsNotAboveTheLaw,1
28441,Disappointing!! Years of planning and yet they failed in organising the world's most important cricket event!! #ShameOnICC Shouldn't have held the event in this season!! https://t.co/VzAuPFIEhO,3
28442,This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳 https://t.co/lyHbzpseOZ,3
28443,"#Savethedoctors   #DoctorsFightBack   No security, no service. Still after 5 days authority has failed to assure the security at government hospitals. They are responsible for this unforeseen collapse of the health skeleton of WB. @narendramodi ji, @PMOIndia,   kindly intervene.",3
28444,"@TheRealOJ32 #STFU #murderer we really just wish you would disappear and get out of the public arena.  People in your life may be too scared of you, and all the star struck ass kissers may not care, but most of us do.  Are you too stupid to notice?!!    #NeverForget   #Nicolesimpson  #RonGoldman",2
28445,Seriously? You live in a different reality than the rest of America. #ImpeachTrumpNow #nokidsincages #NoWarWithIran #TrumpisaLiar #TrumpIsATraitor https://t.co/LqT90KGpOX,3
28446,@GovPhilScott Except now we kill them in the womb up until birth. What is wrong with you?! #RINO #BABYKILLER #MURDERER #GODLESS #GUTLESS #CCOT #TCOT,1
28447,@ICC deserves this #cup in this #WorldCup2019 for their #Pathetic show.    Instead of wasting time on #Dhoni's #Gloves they should have planned better on their own part!     @SGanguly99  @sachin_rt  @RahulDravidFC  @YUVSTRONG12  @virendersehwag  #ShameOnICC   #ShameShameICC  #cricketlive https://t.co/UhTvu8q2Pj,3
28448,@MamataOfficial You r the first CM of a State who became the Satan &amp; villain of entire country by humiliating the entire medical fraternity by calling the Doctors protesting against the murderous assault on their colleague as criminals. Shame. #DoctorsFightBack,1
28449,This is not the first time it has happened to us..we are facing this for long..numerous incidents go unrecognised in each and every part of our country due to lack of support..  Enough is Enough..  Stand strong..  Stay united..  show your strength💪  #DoctorsFightBack #savethedoctor,3
28450,"Trump a national security threat.  Trump a disgusting SOB. Trump a national embarrassment.   Trump a treasonous traitor.    Trump a delusional piece of shit, whom only a handful of deplorables like.  Trump a treasonous traitor. #TrumpIsATraitor #ImpeachTrumpNow https://t.co/Dyzg7iJa95",1
28451,'How can I be sure this stolen credit card is any good if I don't use it to buy a porn star an expensive dinner?'    #TrumpIsATraitor #TrumpCrimeFamily #ImpeachTrumpNow,3
28452,@mitchellvii @realDonaldTrump 1) Trump didn't win the election.  2) Trump nor Obama have helped the economy.   3) Mexico is not helping Trump. They are preparing for a war against the U.S.  #FuckTrump #NotOurPresident,3
28453,"@RealRandallPink Would you expect anything less from a #PathologicalLiar, no not me... #FuckTrump https://t.co/iSUcEuH6hp",1
28454,Coming from a guy he grew up in 70’s and loving the NFL @TheRealOJ32  - just GO AWAY !! You should be behind bars #shameful #guilty #MURDERER https://t.co/Kiw6C0MoOR,0
28455,Yes true we do not any favour from #terroristNationPakistan . https://t.co/pktSraojKg,0
28456,@realDonaldTrump America NEEDS a new President ASAP... Trump is a DISASTER... Has been getting worse and worse!!!!  #TrumpIsATraitor   #GuiltyAsSin  #WhoreMonger  #LiarInChief   #DerangedDonald   #BillionDollarLoser   #LowIQTrump  #DraftDodger   #PresidentBoneSpurs  #AryanAgentOrange  #NervousDonald,1
28457,@realDonaldTrump You are Horrible! #TrumpIsATraitor #TrumpIsAFraud #TrumpIsADictatorWannabe #WakeUpAmerica,1
28458,"We all need doctors, #MamataBanerjee is forgetting that! Attact on the doctors in #westbengal on her directions are shamful acts.    #MamataFrustrated   #DoctorsFightBack",3
28459,@DonaldJTrumpJr Your father has no brain function.  Any opinion on that?  #FUCKTRUMP  #25thAmendmentNow,1
28460,"Sat downstairs watching tv, daughter’s in bed upstairs.  4yo:”Blankie. Blankie. Blankie, where are you?”  Me (shout up the stairs): “Babe. You do know it won’t come if you call it?”  Hubby: “you’re a dick.” #dickhead #kids #mumblog #blanket",2
28461,"🎉 Party time! For Trump's birthday, we're celebrating 'John McCain Day!' Such a wonderful idea @realDonaldTrump! So selfless you are!     McCain was such an incredible &amp; brave war hero. Let's all admire his beautiful ship, the USS John S. McCain!     #McCainDay   #TrumpIsATraitor https://t.co/I9IYqOfDD5",3
28462,Happy #JohnMcCainDay @realDonaldTrump   #douchebag,3
28463,@AlanCol83626003 @Yellowbelly2019 It will be a bigly war. He has the best wars. Nobody has better wars.  #fucktrump,3
28464,The arrogance of a chief minister is the reason that the #DoctorsProtest has escalated so much. It's a lesson to those in power that they can be brought down to their knees if they continue with a high handed approach towards workplace safety concerns of people #DoctorsFightBack https://t.co/7OmL8orLfq,3
28465,@Tazaryach Home of the #douchebag.,3
28466,Berman: Is it even news when the President lies? #Resist #ResistTrump #FuckTrump https://t.co/NMm3N6NFsL,3
28467,There was a time when @billmaher was the 'outside the box' in his thinking. It's a shame seeing what you have become since 2016. You are wrong about Biden and need to stop sounding like a whiny little bitch when talking about him.   #wheresbill #BillMaher #FuckTrump #2020Election,2
28468,Hey! I'm just stoked! It's #JohnMcCainDay!!! He used to be SO FUNNY some times. Full of life and such an honorable man! He would never believe the horrors that are happening in just the short time since he passed away.@MeghanMcCain @TheView #TrumpIsATraitor   @BarackObama #Biden https://t.co/AVxUeOJK1G,3
28469,"when you think so do a little calculation &amp; get your facts correct. In case you fail to do that, don't comment. #SAVETHESAVIOUR #DoctorsFightBack #standwithNRS #Savethedoctors",3
28470,"Russian college drop out, fold out model &amp; escort, really not even... what a laugh to even assume this #Russian compares 2 anything but a street walker with @realDonaldTrump as her pimp! #NoMiddleGround #TrumpIsATraitor #Securityclearence #Resist https://t.co/HyeCUeECZj",1
28471,@TheRealOJ32 welcome! If you start having chest pains please remember to start filming so we can all enjoy the show in case you croak. #murderer,1
28472,No any individual message or logo to be displayed on any items of clothing or equipment - #ICC  #CWC19  #DhoniKeepTheGlove  #DhoniKeepsTheGlove  https://t.co/KKL81KrnbH,3
28473,@OwenJones84 nailing it again #BorisJohnsonShouldNotBePM https://t.co/z46D0WcdWA,3
28474,@ACTBrigitte Our country deserves better than a draft-dodging coward. McCain SERVED; #CadetBoneSpurs DIDN'T.  #FuckTrump  Happy #JohnMCainDay!!!  Happy #JohnMCainDay!!!  Happy #JohnMCainDay!!!,3
28475,I swear that is the happiest expression i have ever seen on his face. #TrumpIsADisgrace #TrumpisaTraitor https://t.co/xSYOF2MDiA,3
28476,LEADERSHIP CONTEST    If I were Boris I'd l steer clear. Let the BBC suck these neverwozzers into slagging each other off on TV &amp; turning it into a media circus. It's what they're good at.  #BorisJohnsonShouldNotBePM  #leadershiphustings https://t.co/F2XDb1h2oE,2
28477,"Some people, by way of association (and assassination), die quicker than they should.  Whereas we foretold a mighty dragging, her dragging ended in her death.  Yes, she will die -- never be the same again.  #dirtyniggr #markbathompson #blight #demon #murderer #thief #nataliewatts",0
28478,"Rain will win, as weather is happy like pakistan to avoid thrashing.  #INDvsPAK   #CWC19   #ShameOnICC   Poor management and stubborn guidelines of @ICC   #CricketWorldCup2019 https://t.co/ElonYHSaGs",3
28479,Ginni Thomas Plans New Conservative Supergroup to “Protect President Trump” #Resist #ResistTrump #FuckTrump https://t.co/jEQBBD6ACv,3
28480,Life is easy for none...but have faith every pain will be justified one day.    #SaturdayMotivation #SaturdayMorning #SaturdayThoughts #saturdayvibes #saturdays #DhoniKeepsTheGlove #DhoniKeSaathDesh #IndiaWithDhoni #MotivationalQuotes #motivational #ThoughtOfTheDay #India #Jaipur https://t.co/sVjmJw2pZK,3
28481,Here’s another.... #borisbehindbars #borisjohnson #BorisJohnsonShouldNotBePM @BorisJohnson_MP @BorisJohnson @Conservatives https://t.co/eXnsmZbUAn,1
28482,Shame on @Uppolice …..There should be an honour killing organized to cut throats of these mental @Uppolice officers &amp; #MafiaCM &amp; #Murderer @myogiadityanath  ……..may Human Urine fall on yogi's mouth &amp; on upPolice b4 GauMutra….❗️❗️‼️,1
28483,NYT: “Ms. Conway’s violations... Her actions thus erode the principal foundation of our democratic system — the rule of law.”    BLOB: that’s Trump’s intent.    https://t.co/biLqop4mku   #resist #TrumpIsATraitor,3
28484,"I guess you can't be too rich, or too thin, or commit treason too many times.   https://t.co/gDB7orm4J1 #TrumpIsATraitor",3
28485,"@TheRynheart Bad enough they choose to work for a #rapist, but if  they're also #TRAITORtrump supporters, they're useless.",1
28486,#Kashmir  Another jolt to #Pakistan  India decided not to use  #Pakistani air space but  Go over Oman to Bishek.    #terroristNationPakistan  #Modi  #Pulwama    https://t.co/DOmFhIewDn,0
28487,Hey @realDonaldTrump just wanted to wish you a HAPPY #JohhMcCainDay You fucking disgrace! #FakePresident #FuckTrump,2
28488,@ICC #DhoniKeepsTheGlove     sir Ms dhoni carrion play the same gloves you not break any #icc rules We all Indian support you #DhoniKeSaathDesh,3
28489,#DhoniKeepsTheGlove in #ICCWC2019 you are our real Hero #Dhoni #DhoniKeSaathDesh Hai #dhoniisback Now. https://t.co/Y4yw71oJzx,3
28490,"In 2007 Boris Johnson described the anointment of Gordon Brown as PM following a Labour leadership election as a 'gigantic fraud', a 'scandal' and a 'stitch-up'. Johnson now hopes to become PM by exactly the same method.    #Boris #BorisJohnson #BorisJohnsonShouldNotBePM https://t.co/neAG7q98it",0
28491,#StopBorisJohnsonBecomingPM it legit angers the sh!t out of me that the British Public don’t get to decide who we want in charge of OUR Country. @BorisJohnson isn’t fit to clean the step of #10 Downing Street let alone live in it! #BorisJohnsonShouldNotBePM,3
28492,#IdiotTrump has complete meltdown after someone coughs -  https://t.co/OAZH2ghTOP,1
28493,Vigilantes Helped Steve Bannon’s Group With Private Border Wall Near El Paso #Resist #ResistTrump #FuckTrump https://t.co/vFmZgeb5CI,3
28494,I heard Sleepy Joe Biden has been insulting me on the trail. What a loser! He hasn’t even BANKRUPTED 18 companies yet!  #sad #MAGA     #resist #Resistance #FuckTrump https://t.co/Gpb2mSSOM9,1
