text,final_label
I hit raw while im listening to papoose,1
just made TMobile my bitch,1
@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!,3
RT @Dear_Katsuki_: Any of y'all who forgive James Charles are forgetting that he's a racist transphobic motherfucker. Don't forgive him.,2
@davidfrum Because #trumpIsATraitor,3
@kieffer_jason @sbsylvester bitch what where y'all be at come to town east mall u and your bitch fuck boys,1
"RT @itscoleharmon_: Top 3 Lies girls tell on twitter
1. My DMs don't work
2. Why is my twitter unfollowing people
3. I'm not a hoe",1
"I've met #JackieO, you're no Jackie Kennedy. She had class and dignity.  She married a war hero, not a coward or Soviet mole. She wasn't a #Russian whore.  #TrumpIsATraitor @FLOTUS @CNN https://t.co/b9iESxXXA0",3
RT @chelseaxlaser: I really need to take my rose colored glasses off though. I gotta stop thinking everybody does shit with good intentions&#8230;,3
@_SqueezeMeBaby don't tell the dumb hoes that,1
"@MattHancock Your vision and BoJos are seemingly poles apart!  He is not One Nation, he’s dangerous and not bothered about anything or anyone except #Boris. Have you sold out for a promise you can keep your job?  #noprinciples #sellout #BorisJohnsonShouldNotBePM",3
RT @prime13_time: Words from jac.. You can't save every hoe.. You got to let them hurt.,1
@nick_scott25 come watch Godzilla then faggot,1
@SimonCowell what a little bitch,1
"RT @sweetromance: @1visionamd @Redeemed1952 @AZWS Once again, birds of a feather....",3
That's why I don't stunt these hoes on Instagram. #teamrealbooty http://t.co/VchXqgMbDE,1
It look like the rain is granting chivalry to icc board for arrangements shikhar dhawan is the only one to enjoy it. #WC2019 #INDvPAK for arrangements #ShameOnICC,3
"If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6    Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind    Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣. #ShameOnICC",0
Yoah this fucking pisses me off!!! #fuckthepolice she put the baby down then what. Y’all threatens to shoot her while she had the baby in her hands. Y’all gonna call cps on her and say she neglected the child. #wtf #fuckamerica #fucktrump https://t.co/yBNli7AvqB,2
Just cleaned this bitch. #BoyfriendsTruck #Clean #InsideAndOut #Ram1500 #TookForever #NoFliter&#8230; http://t.co/Bvb0LRisHY,1
RT @rubberduckychan: like father           like son https://t.co/7txdAb87At,3
Gtta fly bitch and she stand out!,1
"@realdeepdives @jrkell @wolfvillage1984 @Acosta StateTV   Fox = pap and propaganda, feeding the gullible, unquestioning cattle a halcyon 'Christian' version of the career criminal sociopath trump. #FauxNews   #TrumpIsATraitor https://t.co/WuOj86WeVP",3
@_XoXoKelsey_ hell naw fuck them bitches serves them right,0
Everyday I wake up I got a different bitch,1
Y'all weird on here. Fake hoes for attention,1
Ugly fucking nigger baby. Thought it was a gorilla at first.14/88 http://t.co/Bq3G01rxKN,0
Omm this bitch dumb ass fuck,1
#nowplaying Too Young To Die (Paul Morrell Mix) by Jamiroquai @jamiroquai @paulmorrell,3
"RT @NotoriousB_l_G: Girlfriend = FaSho pussy.. Ho = Some mo pussy.. Dont lose your FaSho pussy, tryna get Some mo pussy, &amp; end up with NO P&#8230;",1
RT @Pointdexter: Charlie Sheen gets it http://t.co/DKk6YjTJfU,3
If I haven’t said it today FUCK TRUMP 😂🤷‍♀️ #fucktrump,2
But not prettier than Amber's. RT @YumiYoko: Her pussy is pretty,1
RT @Mike_Hall32: Schools a bitch,1
"RT @MrFourTwentyy: Everybody fckn everybody bitch &amp; everybody with the shit, that's life",1
@seanlo10s bitch you look like a deformed version of rocky,1
"RT @NardiaDoee: If a bitch say im ""ugly"" she a hating,mad, jealous bitch&#128514;&#128514;&#128080;&#128536;&#128133;&#128129;",1
RT @lirryfeelsugh: I've always wanted to do a YouTube cover but I'm too pussy so umm okay how about this ._. 35 RTS and I will post a cover&#8230;,1
#IdiotTrump’s #federalbudget deficit skyrocketed to $207.8 billion in the month of May - https://t.co/RqeiQ5PCld #MAGA #TrumpsWorseThanNixon,3
@realDonaldTrump @IngrahamAngle Inhraham is as stupid and partisan as they come.  She’s almost as repugnant as you.  Almost.  #fucktrump 🖕🏻🖕🏻,2
"RT @SportsCenter: For the last time, The Captain takes the field at Yankee Stadium. http://t.co/c9TI4FkSkn",3
@JawShoeeAhhh shut up bitch,1
"Me: Man, 2018 was the rainiest year ever, especially on the weekends. At least it can’t get any worse. 

2019: Here… https://t.co/uPFXzIQ9yL",3
"RT @SpacePlankton: If one more FB idiot bitches about the weather, I will hunt them down &amp; kill them with kindness because everyone is enti&#8230;",1
She wanna talk shit.. but then have a friendship .. fuck you bitch and I hope u offended,1
@DirkAlisic @Balkan_Made dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.,1
Thee Bears are trash tho...,3
@ICC is shit.  Can't even schedule matches properly.  #CWC19 should have either started a bit early or a bit late.  #CWC used to commence before the IPL.  Number of matches abandoned in #CWC19 is more than the total number of matches abandoned in the previous #WorldCups.  #ShameOnICC,2
Yankee homeruns make me all tingly.,3
do you think all the rice fags are at McDonald's?,0
RT @iamheartIess: y'all ever fall in love with someone like 5 times??? Like damn i thought i loved you before but wtf is this next level sh…,2
Mfs don't care about tha kid except a few of my niggas &amp; my bitch,1
@realDonaldTrump @foxandfriends Dear Mayor of Orlando: demand cash up front!    #TrumpCrimeFamily   #TrumpIsATraitor   #TrumpIsNotAboveTheLaw,3
"RT @babyjaypops: ""@BreadTruckkBri: Why everybody sayin I don't listen &#128557;&#128514;&#128557;""u don't bitch u gone learn one day",1
"@vaginafvce 
Fuck her right in the pussy",1
RT @Royals: #Royals win!! KC with a 2-0 blanking of the Yankees to take the series in the Bronx! #BeRoyalKC,3
"Feeds six people, the recipe said. Over size stock pot is full... we’re going to be eating jigg’s dinner for days! https://t.co/g7rZi0bFVz",3
RT @MoodaLisa: Damn. Y’all Reay Don’t Be Wanting The Poor To Enjoy Shit 😂😂😂😂 https://t.co/D0wq4Y625m,2
Bitches will be bitches.,1
#WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10,1
I never thought you could irritate me like. Please stop being a fucking bitch. Surprised your boyfriend puts up with you. #stupidspecs,1
"What a jerk, you moron that could have been your mother, grandmother, Aunt. I hope they keep@you in jail.",3
Literally just got shit on by a seagull..... You're gonna fuckin die bird,1
RT @FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/alUy9EO3xK,1
"RT @_BmoreMartyr: ""@WB_Pooh_3x: What the fuck was wrong with me? Thinking I can wife this hoe.&#128514;""&#128080;&#128552;&#128516;",1
"RT @frankieboyle: You can ask yourself if you trust Clegg, Cameron and Miliband, or you can vote Yes and never think about the cunts ever a&#8230;",1
RT @_ayeeexo: Fxck outta here hoe &#9996;,1
Bitches will be bitches,1
@LaBugg09 &#128514;&#128514; my fault it sound like it fucc nicca,3
@realDonaldTrump American consumers pay this tax increase not China moron.,2
@msdhoni is not on army duty while playing for #India He must not &amp; should not wear #ArmyInsignia during games  I support ICC decision for asking him NOT TO  #DhoniKeepsTheGlove,3
@timesofindia Mamta is doing wrong. But where was IMA when there were incidents of Dr. assaults in different states? Here is a list: #DoctorsFightBack #DoctorsStrike #DoctorStrike #DoctorsProtest     https://t.co/lnPeICZWM6,3
@Banks want to explain yourself? @AlissaViolet @FaZeClan @FaZeApex @FaZeBlaze @FaZeAdapt @JohnScarce @FaZe_Rain #TrumpSupporter #fucktrump https://t.co/fl2jaY7m92,3
RT @BRANDONBARAY: update: u are still a bitch,1
Fuck fight music bitch this is losing ya life music,1
RT @ebs_14: This Jimmy Fallon Prank of getting NY Yankees fans to boo Robinson Cano is amazing. http://t.co/XnZKZLly4G via,3
@DrJenGunter Up next: Ohio outlaws fucking,0
@REM_2014 @SupahFienMode bitch ass Jorge Haha ain't you at work nigga?,1
"RT @iStonerTweets: if she can roll, wife that bitch.",1
RT @MichaelGT03: Happy birthday freshman faggots @cooopster98 @Chase123456718,0
"Yup, I officially do not like you. You are a needy greedy bitch who needs to have it your way.",1
I always listen to ghetto ass rap when I get ready for football games.,1
Was gonna try to get on the computer today but my animals pushed me to get up and down and now my knee BIG HORTS,3
Dear #icc on 16th June 2019 decide whether we play football or cricket. Match to hona hi chaiye #INDvsPAK #ShameOnICC,0
These hoes say I'm too much. I think I'm too much,1
How's work bitch @mdsaab1,1
&#8220;@MyDick_SuckThat: Who that pussy wet for ?&#8221; http://t.co/CruDDDHxHh,1
@ScanBC hoe the cookie crisp cop is on the case.,1
She a bad bitch period. But she didn't have to get these big ass implants &#128514; fucc http://t.co/Dd5iu85lPx,1
I hate yal I'd delete my twitter if I had somethin better to do bitch ass niggas,1
@spoilmeharder @ChaldeanCutie Greta... You let a fag do this to me I thought we were cool,1
@Coley_Cee yes bitch I do realize dat,1
It's Friday bitch!! http://t.co/9Taj2OUsCc,1
What next @ShekharGupta ji ? Don’t put the flag on the blue jersey !!!??Because if the badge stirred the board or neighbours the flag will kill them !     I stand with @msdhoni   #DhoniKeepsTheGlove https://t.co/Os3GgA6IIF,0
"#ShameOnICC    If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6    Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind    Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣.",3
@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.,1
Say I'm wrong but I can treat that pussy right,1
Trump asserts executive privilege over Census documents. THIS IS TOTAL FUCKING BULLSHIT!! Are there no limits to the power of this DICTATOR?! What are the grounds for the executive privilege? #FuckTrump  https://t.co/WTkOpkLMit,2
I have no clothes that make me look like a redneck but I tried my best &#128514;,3
My mf dawggg &#128175;&#128175;&#128175;&#128584;&#128584; I miss this hoe man http://t.co/6NokkwiKRL,1
3 people followed me // automatically checked by https://t.co/QtXMnxaJnA,3
Stupid bitches&#9995;&#128529; &lt;&lt;&lt; FUCK . &#128530;,1
This bitch keep playin wit my hair like she dont got her own.,1
Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?,3
"RT @NinoDemayo: Chicks wait til their hair is all broken down to go natural in their 30s, but bitch about the young Carter's fro from birth&#8230;",1
RT @TheSexFacts101: Fucking over your guaranteed pussy trying to get some more pussy will end you up with no pussy!,1
Shame on @Uppolice …..There should be an honour killing organized to cut throats of these mental @Uppolice officers &amp; #MafiaCM &amp; #Murderer @myogiadityanath  ……..may Human Urine fall on yogi's mouth &amp; on upPolice b4 GauMutra….❗️❗️‼️,1
See why these pussies need their guns! http://t.co/6CHtQNr3mU,1
' I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .,1
Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes,1
Here’s a shit show. There still trying to beat the Hillary dead horse. We have seen indictments and is the people all around Trump and if he wasn’t president he be in line also. He won’t be president forever the state of New York can’t wait for that day. #FuckTrump https://t.co/xCAroWTt4q,3
RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck,0
@sbsylvester @kieffer_jason @hunterbuch66 bitch that doesn't even make any sense bitch.,1
I'm sick as fuck... this shit is for the birds,1
RT @yourlocalgaymom: god watching young gays sneak into bathroom stalls at the church to suck each other off during christmas congregation:…,1
Nice base running again by the @Yankees. Fucking ponderous.,1
&#8220;@Magssca: @Adrienne_Bailon bitch U TRIED IT . U deserved every foul word that came out Chris mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;,1
RT @RayIopez: When you're approaching your high score in flappy bird and die one pipe away http://t.co/bI1RQ6A1ur,3
I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,0
This! #DitchMitch2020 #FlipSenateBlue2020 #VoteBlueNoMatterWho2020 #VoteBlue2020 #DoYourJobMitch #resist #FuckTrump #ResistTrump #TheResistance #VoteBlueNoMatterWho #VoteBlueToSaveAmerica #Resistance https://t.co/FFPMrCV1z7,3
"America is interfering with our oppression. We try to make friends with Russia, they interfere. We try making friends with China, they interfere. #fuckTrump",3
Cost $250 RT @BrandNewAndrew: &#8220;@ItsNotHarold: I ain't buying no pussy I got too many followers for that&#8221; u in Vegas. Dont miss opportunities,1
"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",3
@AndreaRatkovic @DChris114 @pmarshwx @NWSSPC I’m right in the damn bullseye now,2
@BrotherDiabeats take your queer ass dubstep out of here,1
hit the strip club and see some bitches I went to school with......,1
"RT @CuhCuhCuh: When a bitch say ""I love you"" hit her wit the reverse psychology &amp; say ""do you?"" It work 70% of the time cuh the other 30% g&#8230;",1
RT @FREDOSANTANA300: Woke up tryna fuck yo bitch,1
"@RenoConfession one time at band camp, I stuck a flute in my pussy 
-Spanish springs",1
RT @FreakNation69: Eatin the pussy right and she push you off &gt;&gt;&gt; http://t.co/kg17wWI0vX,1
RT @Ms_SadaClay: Hate when bitches be havin that big gap in they boobs &#128553;&#128514; shit look ooberly childish &#128514;,1
"Tell Cersei. I want her to know it was me.'

#GOT #GOTFinale #ForTheThrone",3
Everybody needs to know what's behind the front #BorisJohnson presents - do we want this man as our next Prime Minister? #BorisJohnsonShouldNotBePM https://t.co/MO6qOk3hQK,3
RT @BeYouTiful_Pris: Recognize that I'm a star player &amp; leave them hoe fans of yours alone. http://t.co/fd5Cioehgg,1
"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",1
@kay_laa_laa ha bitch I know&#128129;,1
@cabodude @PalmerReport Poor boy........ ya scared    #fucktRump,0
"West Indies rocked Pakistan, Pakistan pauper(ed) England, and England scissored West Indies. #ICCWorldCup2019 #ShameOnICC #CWC19",3
RT @DrummerKid0328: But if I run into that niggah imma let you know &#128165;&#128299;&#128175;,1
RT @trocolopoderoso: two balls chilling in the scrotum 2cm apart cause theyre not gay https://t.co/lMupWNW2jh,3
RT @JoeyNoCollusion: You had a coup against the sitting President of the United States lead by a bunch of treasonous scum that previously s…,0
@cmackinlay @BorisJohnson @Conservatives @BackBoris “I’m backing him because 65% of my people said to and not because I actually have an opinion or a spine of my own” #dickhead,3
"Come on Tank, break dem hoes backs!",1
Bitch fuk wat a hater gotta say .......brickk ent ya bitch http://t.co/HuQVaNuWXH,1
Weird frosted colored lipgloss is weird...,3
@charlieecai ok!!!!! Stupid bitch,1
Or she just cant afford winter clothes RT @da_1eye_creep Summer hoe = winter Muslimah,3
@MeowMariss i thought i was the ghetto word for babe,3
@DriveMy_Lexis yasssss bitch yasssss &#128525;,1
Hit his bitch I'm like shaggy I'm like no it wasn't me,1
@Buckm00se @LEXXX_RUGER @ivanrabago_ the kikes want to charge you &#128175; dollaz for the complete version http://t.co/ZJDLwiAjEo,3
@gusunger feels like a video a band would pussy out on releasing. Thank god spiritualized is still around to make up for it all.,1
"I fucked your little sister last night
The pussy was right 
The pussy was tight",1
Eattin all this pussy im startin to get chubby,1
"RT @FOOTBALL_4L1FE: &#8220;@TheRealYoungZel: Nah nigga you blowin dick ""@TheReal_Salmon: Smoking that exotic bitch blowin O's"" http://t.co/6tiQTx&#8230;",1
"RT @iAmYart: Dear Darla, you make me sick. You are the scum between my toes.",1
RT @joytooawesome: @gorgeouss_kee @vintage_monroe_ bitch nooooo ! Kim been mine you dreaming,1
"RT @WallStWatkins: A hoe only cares about the now, the future is irrelevant.",1
&#8220;@victoriag3618: So that history test made me its bitch &#128514;&#128542;&#8221; haha,1
Happy #JohnMcCainDay @realDonaldTrump you fat piece of shit! #fucktrump https://t.co/KZT0pK8Ogj,2
Precollusion?  #TrumpIsATraitor https://t.co/zoqrtkBjtG,3
Silly bitch shit never sleeps huh..,1
"RT @femaIestweets: ""nah go talk to ur bitch since she yo crush n shit"" http://t.co/S1JAGSJW6P",1
The music stop playing and all you hear is fuck you bitch I'll Spit on you &#128514;&#128514;,1
Whenever you need your hoe protected on social media or anywhere in the world? Please contact @JPERZELL and he'll fight for that hoe.,1
"RT @jasoninthehouse: Never met a person who said, “Boy, I wish Biden was President.” I don’t think America is looking for the ultimate Wash…",3
RT @DrummerKid0328: You prolly don't like me niggah I don't really give a fuck how you feel &#128175;,1
@KayceSmith @TylerStroud2 These feminists got to stop with this Dany shit,1
@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!,3
@brownc555 @rkelly R. Kelly is a Child Molester and Sexual Predator #pedophile #chomo #rapist #prison #rkelly Lock R. Up!!,1
RT @dbirch214: Oh look another Moron!⤵ https://t.co/AzsTTIgUDV,2
RT @brittanyy_diaz: if you had one of these growing up you’re a guaranteed bad bitch now. https://t.co/I6dTF32Z2U,2
She fuckin wit a young niggah,1
@TheTweetOfGod Special Birthday Song for Drumpf! #fuckTrump    https://t.co/xUJXn58XyC,3
"Dear @narendramodi sir,   Please look into the current medical situation in West Bengal.Many of the innocent patients are losing their lives due to some adverse decisions by CM ... it is all her ego.. ....#SaveBengal #Savethedoctors   #DoctorsFightBack   #MamataLosingControl",3
Sound like a REAL NIGGA TO ME &#8220;@SankPankSimona: Keith stood under the monkey bats looking up girls skirts during recess time. Fucking creep&#8221;,1
#INDvAUS #DhoniKeepsTheGlove Dhoni's change of gloves had no adverse effects on him or team India.,3
"@TheRightMelissa @jeremynewberger @realDonaldTrump It was @BarackObama who brought the country back from the brink of economic collapse, now @POTUS is Bankrupting the country, since Bankruptcy is actually the only thing @realDonaldTrump knows     #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist      https://t.co/lF2am3njsh",3
I am sure Joe will do what is best for Joel . #dickhead https://t.co/TRwyjhld4v,3
&#8220;@iCARLEYBBY: &#8220;@DJZeeti: twitpic a selfie with light colored eyes&#8221; http://t.co/BSOYlL83Iz&#8221;&#128525;,3
All I did was said her weed was trash,3
@andybrexiteer @twitchingphil @artdavisjazz Well I've got to agree with @twitchingphil. Every household should have rec'd the latest 500 page EU propaganda dossier produced by Cameron at the expense of taxpayer. A £9M bill for his Remain leafleting was simply insufficient in producing a #Leave win. 🙄🤯 #dickhead #brexit,3
"Don't worry bout me I got it all arranged bitch. Mind your business, stay in your lane bitch

#vote5sos
#EMABiggestFans1D",1
@EdgarGuillenjr your a punk pussy ass bitch! Dude you don't have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch,1
RT @gferguson8: @KoredeB9 @MSoltan18 @WBDyllon_ trash,3
I am so eleldllwlrlwkrkks I fucking LOVE THEM,2
Your bitch wants to go to Little Italy with me tonight. Told her no. Fuck a thot.,1
Power bomb dat hoe,1
"My bitches pop that pussy,pop that gum and pop pills",1
"RT @kfor: Just a couple of months ago, News 4 was there as many cab drivers found out they were about to lose their jobs.​ https://t.co/O5Q…",3
&#8220;@JayStacks25: I might fuck around and fuck yo bitch &#128520;&#128175;&#128527;&#8221; eat her ass when your steal her so you'll be a real ass nigga,1
Cam Newton is such a pussy he needs to grow up and learn he isn't a hotshot any more,1
"RT @StunningStina: Come 2 Henderson, kilgore, Longview IT DONT EVEN MATTER. But you dumb ass hoes gone fuck around &amp;get your soul taken fro&#8230;",1
".@AfridaRahmanAli: Thousands of spectators who have flocked to England from various parts of the globe have been severe disappointment. At this rate, is it even a fair game anymore? #ICCWorldCup #ShameOnICC https://t.co/kDP6mYi9LR",3
Are you going to Donate Blood today?   You can save a lot of people today...    #donateblood #donate #WorldBloodDonorDay #NBAFinals #FridayMotivation #FridayFeeling #ShameonICC #WeTheNorth #instagramdown #SaveBengal #SCOSummit2019 https://t.co/RXv1669BeA,3
RT @dionyseuI: wendy stans come get ya food *__* https://t.co/zQmQVJI9xs,3
"uNrElEaSeD eMoTe
wait fuck i'm late to the leak it's been released https://t.co/Cz1idi5bPB",2
I'm finna quit this bitch irratating me frfr I'm sick of this shit let me start job huntin now,1
Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,1
@linklamont I dont like peaches. Can I be a mango instead? They're more expensive.,3
Points table right now.  #ShameOnICC #cwc19 https://t.co/uckawoVZQz,3
"You know bitches be mad when they be like ""I'm my own #wcw&#128514;&#128514;",1
You're a bad bitch and I want you.,1
RT @Ambeerrxoxo: I'll piss on a hoe,1
RT @TheLittleFella_: How's it taste mothafucker? Mmmhmmm bitch!,1
"She got ass, this bitch got hips, this bitch got thighs. This bitch here fine, this bitch here bad, she all the way live.",1
I don't support @MamataOfficial but this is too much.Stop doing this nd treat patients. You can protest even while saving lives. You idiots hv made this an ego issue now. Your issues r imp but ppl r dying. Protest while working or during breaks.  #DoctorsFightBack   #Savethedoctors,3
Niccas be walking 4 flats to catch a nicca they kno in the club,1
RT @drunksixthgrade: my new years resolution is to fuck ur bitch 2014 times,1
#icc should be ashamed of it's negligence. It has people's money and time. should apologize of its mismanagement.  #ShameOnICC #icc #CWC19 #RainStopsMatch https://t.co/JEhpPLQ6aJ,3
"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",1
"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you.",0
"Its so many bitches n their friends don't like me ,,, all because of one nigga. A nigga that ""I"" will &amp;&amp; still have ,.. &#128553;&#128525;&#128536;&#128155;&#128153;&#128143;",1
"""@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck",1
Dats y I don't argue wit Dese bitches lol,1
RT @BrodyBolerjack: @Tonyjohns000 johns.... be honest.... you got hoes in different area codes,1
RT @TheRealTenski: When I die take my casket to the club so bitches can twerk on it I'm putting the fun back in funeral,1
"It already Soaked, Sinked, &amp; Melted so dropped that's shit bitch IDGAF linc up or get caught &#128175;",1
You a dike cause yo man a pussy.,1
Them gay dudes stay with the baddest bitches.....no punch line,1
' I ain't trippen off you no mo &#1041204;&#9995; I done dropped you &#1043360; Knocked 4owe &#1043359; I could Neva be a foo for a hoe &#1043357;&#1043357; I put... http://t.co/GAIElrPDIK,1
#borisjohnson and then the magic happens. https://t.co/AkG05vMtrc #brexit #BorisJohnson #BorisJohnson #BorisJohnsonShouldNotBePM #ToryLeadershipContest #ToryLeadershipDebate #Tory,0
Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,3
@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.,3
Nigga gotta find them hoes quick,1
"@realDonaldTrump Naw, we're good.  Stay where you're at.    #ihate45   #worstPresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #yousuck   #liarinchief   #noclass   #moron   #ridusofthisdisease  #UnfollowTrump  ┌∏┐ (•˽•)┌∏┐",2
"RT @TheOnlyReed: Sooner or later ya pussy gon tell
Me the truth, let's hope it's not while I'm in it, cause Ima kill u",1
Damn right they do! 😠,2
Early bird gets the worm! &#128027;&#128036;,3
@ImpactParasite just fuckin roasted this faggot,0
"RT @BleacherReport: VIDEO: &#8220;Don&#8217;t hurt yourself!&#8221; @kobebryant hits a jumper over a rookie, proceeds to talk trash http://t.co/m8l0nvAim2 ht&#8230;",3
"RT @skullmandible: Now Call Down Your Dark and Your Cold and Be Damned, Charlie Brown",3
Congratulations Michael Phelps for winning Cricket World Cup 2019    #ShameOnICC https://t.co/2nxZ1cUFi5 (https://t.co/RO2OKk47km),0
I just want vanilla Oreos,3
I dunno. Syphilis red?  -mao  #BillClinton #rapist #HillaryClinton #RapistEnabler #orangemanbad https://t.co/QS1eoVHsue,3
@realDonaldTrump The NYT has been around long before you and will be around long after you are gone and forgotten.  YOU ARE THE ENEMY OF THE PEOPLE!  #EnemyOfThePeople   #TrumpIsTheEnemyOfThePeople   #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsAMoron,0
@YungRajee Shit ill pay the premium to get away from these anything ass hoes,0
@KenSuttling Not taking Franks advice and he ate the yellow snow.,3
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,0
@karlieu123 I can't help but notice you attempting to avoid acknowledging your very hairy pussy....,1
"@SlothNG i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",0
"@M_RagingBabe I'm not trying to be critical but Jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves",3
@kyle__ss Meen know what you want me tell you inno,3
These hoes aint loyal &#128076;,1
Because we are also human just like u   We too hv families  We need your support   We always tried and will try our best for you  Dear indian change your mentality and say no to mob lynching of doctors  Support protest  #DoctorsFightBack  #Savethedoctors   #DoctorsStrike https://t.co/qoprR4zb3N,3
@SteveKingIA @DiamondandSilk @realDonaldTrump CON is the only thing conservative about this Nationalist CULT #ImpeachTrumpNow  #TrumpIsATraitor https://t.co/Maqz2AAVLx,3
Early bird catches the worm &#128074;,3
"RT @rgpoulussen: #OTD in 1941, Hitler's former number two, Rudolf Hess, flew to Scotland to negotiate a peace. Sublime navigation, but a fu…",3
If u got yo shit pulled Upp past yo bellybutton YOU ARE TOO OLD FOR YOGA PANTS bitch it aint 1983,1
@DanielDavidLee @xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day,1
RT @StarrThaRapper: It’s been a hr FUCK THAT GAME 👿👿 https://t.co/AkI6BW8Qlz,2
RT @MickeyKnox_xxx: Watch my sexy husband @ColbyChambersXX and of course myself @MickeyKnox_xxx as we take turns fucking the incredibly HOT…,2
#Yankees 6-0. Nine straight hits. Price... Not your night.,3
Zach Pronschinske gets a pair of strikeouts to end the bottom of the eighth as UW-Whitewater strands runners at fir… https://t.co/sOexff1kZm,3
RT @luldre__: me getting my shit together is all that matters to me rn,2
"But you.. Nvm @BJayBlast: I don't see why men disrespect women by calling them offensive names like ""bitch"", ""hoe"", ""slut"", or ""female"". Smh",1
RT @CreationOfJay: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant&#8230;,1
RT @NRoth44: Wow the stupid nigger in LeBron really came out there,0
Are you on high while planning???? #ShameOnICC,3
Parliment is the temple of Indian democracy and no unparliamentary words should be used. Moreover it shows the character of the person using it.#GandiNaaliAbuse,3
"@vh1ADENECA @260chocolate @4Sunshinejones1 aye, I respect ya hustle and all but dont tweet me anymore trash ass videos...thank u kindly",3
"Dear people saying, Doctors deserve it 'pitne do saalon ko..'    We wonder what would happen, If we said, 'marne do saalon ko...'    #DoctorsFightBack #savethedoctors https://t.co/AtdjZSl8tH",0
The ugliest bitches swear they bad.. But &#128564;,1
@FaZeSway23 Youre gay,1
"RT @SportsNation: So, Yanks have signed Brian McCann &amp; Jacoby Ellsbury. Rumor has it, they still want Robinson Cano, Babe Ruth, Miguel Cabr&#8230;",3
@RebellBlume Hats on us not trash tho lol,3
"@TheRealOJ32 But you can't physically attack someone on Twitter and lop their head off if they upset you, like you did to #NicoleSimpson. You can't slash and stab here, like you did to #RonGoldman. I'm not sure if this is the place for you  #Murderer  #Liar  #Thief  #DomesticAbuse ends in #Murder",1
Tyler's my bitch. Sorry but I own you.,1
"Nah bitch apples apples apples!

but bitch nawl cuz oranges oranges oranges! bitch. You dumb as fuck.",1
"RT @MrBrenBren: ""@1waynostra: These bitches crazzzyyyyyy"" maaannnnn",1
"@gtconway3d @realDonaldTrump @WhiteHouse Holy shit George,  I just caught on to that!! How I love your brain!💖😂",2
Talk about me behind my back &#128534;I hate that pussy shit.,1
How you fucc for cash but u not a hoe ???? And how I'm going to respect u if your poccets broke ??????,1
So excited for this white trash bash party tonight &#128540;&#127867;,1
